instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
260105,1016,NIFTY BANK,NIFTY BANK,0.0,,0.0,0.0,0,EQ,INDICES,NSE
10929154,42692,BANKNIFTY23JULFUT,BANKNIFTY,0.0,2023-07-27,0.0,0.05,15,FUT,NFO-FUT,NFO
9436162,36860,BANKNIFTY2372037500CE,BANKNIFTY,0.0,2023-07-20,37500.0,0.05,25,CE,NFO-OPT,NFO
9437698,36866,BANKNIFTY2372037500PE,BANKNIFTY,0.0,2023-07-20,37500.0,0.05,25,PE,NFO-OPT,NFO
9437954,36867,BANKNIFTY2372038000CE,BANKNIFTY,0.0,2023-07-20,38000.0,0.05,25,CE,NFO-OPT,NFO
9438722,36870,BANKNIFTY2372038000PE,BANKNIFTY,0.0,2023-07-20,38000.0,0.05,25,PE,NFO-OPT,NFO
9439746,36874,BANKNIFTY2372038500CE,BANKNIFTY,0.0,2023-07-20,38500.0,0.05,25,CE,NFO-OPT,NFO
9440258,36876,BANKNIFTY2372038500PE,BANKNIFTY,0.0,2023-07-20,38500.0,0.05,25,PE,NFO-OPT,NFO
9443842,36890,BANKNIFTY2372039000CE,BANKNIFTY,0.0,2023-07-20,39000.0,0.05,25,CE,NFO-OPT,NFO
9444098,36891,BANKNIFTY2372039000PE,BANKNIFTY,0.0,2023-07-20,39000.0,0.05,25,PE,NFO-OPT,NFO
9448194,36907,BANKNIFTY2372039500CE,BANKNIFTY,0.0,2023-07-20,39500.0,0.05,25,CE,NFO-OPT,NFO
9448962,36910,BANKNIFTY2372039500PE,BANKNIFTY,0.0,2023-07-20,39500.0,0.05,25,PE,NFO-OPT,NFO
9452802,36925,BANKNIFTY2372040000CE,BANKNIFTY,0.0,2023-07-20,40000.0,0.05,25,CE,NFO-OPT,NFO
9453570,36928,BANKNIFTY2372040000PE,BANKNIFTY,0.0,2023-07-20,40000.0,0.05,25,PE,NFO-OPT,NFO
9457410,36943,BANKNIFTY2372040500CE,BANKNIFTY,0.0,2023-07-20,40500.0,0.05,25,CE,NFO-OPT,NFO
9457666,36944,BANKNIFTY2372040500PE,BANKNIFTY,0.0,2023-07-20,40500.0,0.05,25,PE,NFO-OPT,NFO
9459458,36951,BANKNIFTY2372040900CE,BANKNIFTY,0.0,2023-07-20,40900.0,0.05,25,CE,NFO-OPT,NFO
9459714,36952,BANKNIFTY2372040900PE,BANKNIFTY,0.0,2023-07-20,40900.0,0.05,25,PE,NFO-OPT,NFO
9459970,36953,BANKNIFTY2372041000CE,BANKNIFTY,0.0,2023-07-20,41000.0,0.05,25,CE,NFO-OPT,NFO
9460226,36954,BANKNIFTY2372041000PE,BANKNIFTY,0.0,2023-07-20,41000.0,0.05,25,PE,NFO-OPT,NFO
9460482,36955,BANKNIFTY2372041100CE,BANKNIFTY,0.0,2023-07-20,41100.0,0.05,25,CE,NFO-OPT,NFO
9461250,36958,BANKNIFTY2372041100PE,BANKNIFTY,0.0,2023-07-20,41100.0,0.05,25,PE,NFO-OPT,NFO
9462018,36961,BANKNIFTY2372041200CE,BANKNIFTY,0.0,2023-07-20,41200.0,0.05,25,CE,NFO-OPT,NFO
9462274,36962,BANKNIFTY2372041200PE,BANKNIFTY,0.0,2023-07-20,41200.0,0.05,25,PE,NFO-OPT,NFO
9462530,36963,BANKNIFTY2372041300CE,BANKNIFTY,0.0,2023-07-20,41300.0,0.05,25,CE,NFO-OPT,NFO
9462786,36964,BANKNIFTY2372041300PE,BANKNIFTY,0.0,2023-07-20,41300.0,0.05,25,PE,NFO-OPT,NFO
9463042,36965,BANKNIFTY2372041400CE,BANKNIFTY,0.0,2023-07-20,41400.0,0.05,25,CE,NFO-OPT,NFO
9464322,36970,BANKNIFTY2372041400PE,BANKNIFTY,0.0,2023-07-20,41400.0,0.05,25,PE,NFO-OPT,NFO
9464578,36971,BANKNIFTY2372041500CE,BANKNIFTY,0.0,2023-07-20,41500.0,0.05,25,CE,NFO-OPT,NFO
9465346,36974,BANKNIFTY2372041500PE,BANKNIFTY,0.0,2023-07-20,41500.0,0.05,25,PE,NFO-OPT,NFO
9465602,36975,BANKNIFTY2372041600CE,BANKNIFTY,0.0,2023-07-20,41600.0,0.05,25,CE,NFO-OPT,NFO
9466114,36977,BANKNIFTY2372041600PE,BANKNIFTY,0.0,2023-07-20,41600.0,0.05,25,PE,NFO-OPT,NFO
9466370,36978,BANKNIFTY2372041700CE,BANKNIFTY,0.0,2023-07-20,41700.0,0.05,25,CE,NFO-OPT,NFO
9466882,36980,BANKNIFTY2372041700PE,BANKNIFTY,0.0,2023-07-20,41700.0,0.05,25,PE,NFO-OPT,NFO
9467138,36981,BANKNIFTY2372041800CE,BANKNIFTY,0.0,2023-07-20,41800.0,0.05,25,CE,NFO-OPT,NFO
9467394,36982,BANKNIFTY2372041800PE,BANKNIFTY,0.0,2023-07-20,41800.0,0.05,25,PE,NFO-OPT,NFO
9467650,36983,BANKNIFTY2372041900CE,BANKNIFTY,0.0,2023-07-20,41900.0,0.05,25,CE,NFO-OPT,NFO
9472002,37000,BANKNIFTY2372041900PE,BANKNIFTY,0.0,2023-07-20,41900.0,0.05,25,PE,NFO-OPT,NFO
9472258,37001,BANKNIFTY2372042000CE,BANKNIFTY,0.0,2023-07-20,42000.0,0.05,25,CE,NFO-OPT,NFO
9472514,37002,BANKNIFTY2372042000PE,BANKNIFTY,0.0,2023-07-20,42000.0,0.05,25,PE,NFO-OPT,NFO
9472770,37003,BANKNIFTY2372042100CE,BANKNIFTY,0.0,2023-07-20,42100.0,0.05,25,CE,NFO-OPT,NFO
9473538,37006,BANKNIFTY2372042100PE,BANKNIFTY,0.0,2023-07-20,42100.0,0.05,25,PE,NFO-OPT,NFO
9474562,37010,BANKNIFTY2372042200CE,BANKNIFTY,0.0,2023-07-20,42200.0,0.05,25,CE,NFO-OPT,NFO
9475330,37013,BANKNIFTY2372042200PE,BANKNIFTY,0.0,2023-07-20,42200.0,0.05,25,PE,NFO-OPT,NFO
9475586,37014,BANKNIFTY2372042300CE,BANKNIFTY,0.0,2023-07-20,42300.0,0.05,25,CE,NFO-OPT,NFO
9475842,37015,BANKNIFTY2372042300PE,BANKNIFTY,0.0,2023-07-20,42300.0,0.05,25,PE,NFO-OPT,NFO
9477122,37020,BANKNIFTY2372042400CE,BANKNIFTY,0.0,2023-07-20,42400.0,0.05,25,CE,NFO-OPT,NFO
9477378,37021,BANKNIFTY2372042400PE,BANKNIFTY,0.0,2023-07-20,42400.0,0.05,25,PE,NFO-OPT,NFO
9477634,37022,BANKNIFTY2372042500CE,BANKNIFTY,0.0,2023-07-20,42500.0,0.05,25,CE,NFO-OPT,NFO
9477890,37023,BANKNIFTY2372042500PE,BANKNIFTY,0.0,2023-07-20,42500.0,0.05,25,PE,NFO-OPT,NFO
9478914,37027,BANKNIFTY2372042600CE,BANKNIFTY,0.0,2023-07-20,42600.0,0.05,25,CE,NFO-OPT,NFO
9479170,37028,BANKNIFTY2372042600PE,BANKNIFTY,0.0,2023-07-20,42600.0,0.05,25,PE,NFO-OPT,NFO
9479426,37029,BANKNIFTY2372042700CE,BANKNIFTY,0.0,2023-07-20,42700.0,0.05,25,CE,NFO-OPT,NFO
9479682,37030,BANKNIFTY2372042700PE,BANKNIFTY,0.0,2023-07-20,42700.0,0.05,25,PE,NFO-OPT,NFO
9480962,37035,BANKNIFTY2372042800CE,BANKNIFTY,0.0,2023-07-20,42800.0,0.05,25,CE,NFO-OPT,NFO
9482754,37042,BANKNIFTY2372042800PE,BANKNIFTY,0.0,2023-07-20,42800.0,0.05,25,PE,NFO-OPT,NFO
9483010,37043,BANKNIFTY2372042900CE,BANKNIFTY,0.0,2023-07-20,42900.0,0.05,25,CE,NFO-OPT,NFO
9483266,37044,BANKNIFTY2372042900PE,BANKNIFTY,0.0,2023-07-20,42900.0,0.05,25,PE,NFO-OPT,NFO
9484290,37048,BANKNIFTY2372043000CE,BANKNIFTY,0.0,2023-07-20,43000.0,0.05,25,CE,NFO-OPT,NFO
9484546,37049,BANKNIFTY2372043000PE,BANKNIFTY,0.0,2023-07-20,43000.0,0.05,25,PE,NFO-OPT,NFO
9484802,37050,BANKNIFTY2372043100CE,BANKNIFTY,0.0,2023-07-20,43100.0,0.05,25,CE,NFO-OPT,NFO
9485058,37051,BANKNIFTY2372043100PE,BANKNIFTY,0.0,2023-07-20,43100.0,0.05,25,PE,NFO-OPT,NFO
9485314,37052,BANKNIFTY2372043200CE,BANKNIFTY,0.0,2023-07-20,43200.0,0.05,25,CE,NFO-OPT,NFO
9485570,37053,BANKNIFTY2372043200PE,BANKNIFTY,0.0,2023-07-20,43200.0,0.05,25,PE,NFO-OPT,NFO
9485826,37054,BANKNIFTY2372043300CE,BANKNIFTY,0.0,2023-07-20,43300.0,0.05,25,CE,NFO-OPT,NFO
9486082,37055,BANKNIFTY2372043300PE,BANKNIFTY,0.0,2023-07-20,43300.0,0.05,25,PE,NFO-OPT,NFO
9486338,37056,BANKNIFTY2372043400CE,BANKNIFTY,0.0,2023-07-20,43400.0,0.05,25,CE,NFO-OPT,NFO
9486594,37057,BANKNIFTY2372043400PE,BANKNIFTY,0.0,2023-07-20,43400.0,0.05,25,PE,NFO-OPT,NFO
9486850,37058,BANKNIFTY2372043500CE,BANKNIFTY,0.0,2023-07-20,43500.0,0.05,25,CE,NFO-OPT,NFO
9487106,37059,BANKNIFTY2372043500PE,BANKNIFTY,0.0,2023-07-20,43500.0,0.05,25,PE,NFO-OPT,NFO
9487362,37060,BANKNIFTY2372043600CE,BANKNIFTY,0.0,2023-07-20,43600.0,0.05,25,CE,NFO-OPT,NFO
9487618,37061,BANKNIFTY2372043600PE,BANKNIFTY,0.0,2023-07-20,43600.0,0.05,25,PE,NFO-OPT,NFO
9487874,37062,BANKNIFTY2372043700CE,BANKNIFTY,0.0,2023-07-20,43700.0,0.05,25,CE,NFO-OPT,NFO
9488130,37063,BANKNIFTY2372043700PE,BANKNIFTY,0.0,2023-07-20,43700.0,0.05,25,PE,NFO-OPT,NFO
9488386,37064,BANKNIFTY2372043800CE,BANKNIFTY,0.0,2023-07-20,43800.0,0.05,25,CE,NFO-OPT,NFO
9488642,37065,BANKNIFTY2372043800PE,BANKNIFTY,0.0,2023-07-20,43800.0,0.05,25,PE,NFO-OPT,NFO
9488898,37066,BANKNIFTY2372043900CE,BANKNIFTY,0.0,2023-07-20,43900.0,0.05,25,CE,NFO-OPT,NFO
9489410,37068,BANKNIFTY2372043900PE,BANKNIFTY,0.0,2023-07-20,43900.0,0.05,25,PE,NFO-OPT,NFO
9490434,37072,BANKNIFTY2372044000CE,BANKNIFTY,0.0,2023-07-20,44000.0,0.05,25,CE,NFO-OPT,NFO
9490946,37074,BANKNIFTY2372044000PE,BANKNIFTY,0.0,2023-07-20,44000.0,0.05,25,PE,NFO-OPT,NFO
9495042,37090,BANKNIFTY2372044100CE,BANKNIFTY,0.0,2023-07-20,44100.0,0.05,25,CE,NFO-OPT,NFO
9495810,37093,BANKNIFTY2372044100PE,BANKNIFTY,0.0,2023-07-20,44100.0,0.05,25,PE,NFO-OPT,NFO
9498114,37102,BANKNIFTY2372044200CE,BANKNIFTY,0.0,2023-07-20,44200.0,0.05,25,CE,NFO-OPT,NFO
9498370,37103,BANKNIFTY2372044200PE,BANKNIFTY,0.0,2023-07-20,44200.0,0.05,25,PE,NFO-OPT,NFO
9499138,37106,BANKNIFTY2372044300CE,BANKNIFTY,0.0,2023-07-20,44300.0,0.05,25,CE,NFO-OPT,NFO
9499394,37107,BANKNIFTY2372044300PE,BANKNIFTY,0.0,2023-07-20,44300.0,0.05,25,PE,NFO-OPT,NFO
9500162,37110,BANKNIFTY2372044400CE,BANKNIFTY,0.0,2023-07-20,44400.0,0.05,25,CE,NFO-OPT,NFO
9501954,37117,BANKNIFTY2372044400PE,BANKNIFTY,0.0,2023-07-20,44400.0,0.05,25,PE,NFO-OPT,NFO
9502210,37118,BANKNIFTY2372044500CE,BANKNIFTY,0.0,2023-07-20,44500.0,0.05,25,CE,NFO-OPT,NFO
9507074,37137,BANKNIFTY2372044500PE,BANKNIFTY,0.0,2023-07-20,44500.0,0.05,25,PE,NFO-OPT,NFO
9507842,37140,BANKNIFTY2372044600CE,BANKNIFTY,0.0,2023-07-20,44600.0,0.05,25,CE,NFO-OPT,NFO
