instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
260105,1016,NIFTY BANK,NIFTY BANK,0.0,,0.0,0.0,0,EQ,INDICES,NSE
8960514,35002,BANKNIFTY23JUNFUT,BANKNIFTY,0.0,2023-06-29,0.0,0.05,25,FUT,NFO-FUT,NFO
11254786,43964,BANKNIFTY2362237500CE,BANKNIFTY,0.0,2023-06-22,37500.0,0.05,25,CE,NFO-OPT,NFO
11255298,43966,BANKNIFTY2362237500PE,BANKNIFTY,0.0,2023-06-22,37500.0,0.05,25,PE,NFO-OPT,NFO
11255554,43967,BANKNIFTY2362238000CE,BANKNIFTY,0.0,2023-06-22,38000.0,0.05,25,CE,NFO-OPT,NFO
11255810,43968,BANKNIFTY2362238000PE,BANKNIFTY,0.0,2023-06-22,38000.0,0.05,25,PE,NFO-OPT,NFO
11256066,43969,BANKNIFTY2362238500CE,BANKNIFTY,0.0,2023-06-22,38500.0,0.05,25,CE,NFO-OPT,NFO
11256322,43970,BANKNIFTY2362238500PE,BANKNIFTY,0.0,2023-06-22,38500.0,0.05,25,PE,NFO-OPT,NFO
11257602,43975,BANKNIFTY2362239000CE,BANKNIFTY,0.0,2023-06-22,39000.0,0.05,25,CE,NFO-OPT,NFO
11258626,43979,BANKNIFTY2362239000PE,BANKNIFTY,0.0,2023-06-22,39000.0,0.05,25,PE,NFO-OPT,NFO
11260930,43988,BANKNIFTY2362239500CE,BANKNIFTY,0.0,2023-06-22,39500.0,0.05,25,CE,NFO-OPT,NFO
11261186,43989,BANKNIFTY2362239500PE,BANKNIFTY,0.0,2023-06-22,39500.0,0.05,25,PE,NFO-OPT,NFO
11264514,44002,BANKNIFTY2362240000CE,BANKNIFTY,0.0,2023-06-22,40000.0,0.05,25,CE,NFO-OPT,NFO
11264770,44003,BANKNIFTY2362240000PE,BANKNIFTY,0.0,2023-06-22,40000.0,0.05,25,PE,NFO-OPT,NFO
11268098,44016,BANKNIFTY2362240500CE,BANKNIFTY,0.0,2023-06-22,40500.0,0.05,25,CE,NFO-OPT,NFO
11268354,44017,BANKNIFTY2362240500PE,BANKNIFTY,0.0,2023-06-22,40500.0,0.05,25,PE,NFO-OPT,NFO
11270914,44027,BANKNIFTY2362240900CE,BANKNIFTY,0.0,2023-06-22,40900.0,0.05,25,CE,NFO-OPT,NFO
11271170,44028,BANKNIFTY2362240900PE,BANKNIFTY,0.0,2023-06-22,40900.0,0.05,25,PE,NFO-OPT,NFO
