instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
260105,1016,NIFTY BANK,NIFTY BANK,0.0,,0.0,0.0,0,EQ,INDICES,NSE
10929154,42692,BANKNIFTY23JULFUT,BANKNIFTY,0.0,2023-07-27,0.0,0.05,15,FUT,NFO-FUT,NFO
10770690,42073,BANKNIFTY2370637500CE,BANKNIFTY,0.0,2023-07-06,37500.0,0.05,25,CE,NFO-OPT,NFO
10995202,42950,BANKNIFTY2370637500PE,BANKNIFTY,0.0,2023-07-06,37500.0,0.05,25,PE,NFO-OPT,NFO
10995970,42953,BANKNIFTY2370638000CE,BANKNIFTY,0.0,2023-07-06,38000.0,0.05,25,CE,NFO-OPT,NFO
10996738,42956,BANKNIFTY2370638000PE,BANKNIFTY,0.0,2023-07-06,38000.0,0.05,25,PE,NFO-OPT,NFO
10996994,42957,BANKNIFTY2370638500CE,BANKNIFTY,0.0,2023-07-06,38500.0,0.05,25,CE,NFO-OPT,NFO
10997250,42958,BANKNIFTY2370638500PE,BANKNIFTY,0.0,2023-07-06,38500.0,0.05,25,PE,NFO-OPT,NFO
11002626,42979,BANKNIFTY2370639000CE,BANKNIFTY,0.0,2023-07-06,39000.0,0.05,25,CE,NFO-OPT,NFO
11003138,42981,BANKNIFTY2370639000PE,BANKNIFTY,0.0,2023-07-06,39000.0,0.05,25,PE,NFO-OPT,NFO
11009282,43005,BANKNIFTY2370639500CE,BANKNIFTY,0.0,2023-07-06,39500.0,0.05,25,CE,NFO-OPT,NFO
11009538,43006,BANKNIFTY2370639500PE,BANKNIFTY,0.0,2023-07-06,39500.0,0.05,25,PE,NFO-OPT,NFO
11015426,43029,BANKNIFTY2370640000CE,BANKNIFTY,0.0,2023-07-06,40000.0,0.05,25,CE,NFO-OPT,NFO
11015682,43030,BANKNIFTY2370640000PE,BANKNIFTY,0.0,2023-07-06,40000.0,0.05,25,PE,NFO-OPT,NFO
11021314,43052,BANKNIFTY2370640500CE,BANKNIFTY,0.0,2023-07-06,40500.0,0.05,25,CE,NFO-OPT,NFO
11021570,43053,BANKNIFTY2370640500PE,BANKNIFTY,0.0,2023-07-06,40500.0,0.05,25,PE,NFO-OPT,NFO
11028226,43079,BANKNIFTY2370640900CE,BANKNIFTY,0.0,2023-07-06,40900.0,0.05,25,CE,NFO-OPT,NFO
11028482,43080,BANKNIFTY2370640900PE,BANKNIFTY,0.0,2023-07-06,40900.0,0.05,25,PE,NFO-OPT,NFO
11028738,43081,BANKNIFTY2370641000CE,BANKNIFTY,0.0,2023-07-06,41000.0,0.05,25,CE,NFO-OPT,NFO
11028994,43082,BANKNIFTY2370641000PE,BANKNIFTY,0.0,2023-07-06,41000.0,0.05,25,PE,NFO-OPT,NFO
11030018,43086,BANKNIFTY2370641100CE,BANKNIFTY,0.0,2023-07-06,41100.0,0.05,25,CE,NFO-OPT,NFO
11032578,43096,BANKNIFTY2370641100PE,BANKNIFTY,0.0,2023-07-06,41100.0,0.05,25,PE,NFO-OPT,NFO
11033090,43098,BANKNIFTY2370641200CE,BANKNIFTY,0.0,2023-07-06,41200.0,0.05,25,CE,NFO-OPT,NFO
11033858,43101,BANKNIFTY2370641200PE,BANKNIFTY,0.0,2023-07-06,41200.0,0.05,25,PE,NFO-OPT,NFO
11034114,43102,BANKNIFTY2370641300CE,BANKNIFTY,0.0,2023-07-06,41300.0,0.05,25,CE,NFO-OPT,NFO
11034370,43103,BANKNIFTY2370641300PE,BANKNIFTY,0.0,2023-07-06,41300.0,0.05,25,PE,NFO-OPT,NFO
11038722,43120,BANKNIFTY2370641400CE,BANKNIFTY,0.0,2023-07-06,41400.0,0.05,25,CE,NFO-OPT,NFO
11038978,43121,BANKNIFTY2370641400PE,BANKNIFTY,0.0,2023-07-06,41400.0,0.05,25,PE,NFO-OPT,NFO
11039234,43122,BANKNIFTY2370641500CE,BANKNIFTY,0.0,2023-07-06,41500.0,0.05,25,CE,NFO-OPT,NFO
11040002,43125,BANKNIFTY2370641500PE,BANKNIFTY,0.0,2023-07-06,41500.0,0.05,25,PE,NFO-OPT,NFO
11040258,43126,BANKNIFTY2370641600CE,BANKNIFTY,0.0,2023-07-06,41600.0,0.05,25,CE,NFO-OPT,NFO
11040514,43127,BANKNIFTY2370641600PE,BANKNIFTY,0.0,2023-07-06,41600.0,0.05,25,PE,NFO-OPT,NFO
11040770,43128,BANKNIFTY2370641700CE,BANKNIFTY,0.0,2023-07-06,41700.0,0.05,25,CE,NFO-OPT,NFO
11041026,43129,BANKNIFTY2370641700PE,BANKNIFTY,0.0,2023-07-06,41700.0,0.05,25,PE,NFO-OPT,NFO
11041794,43132,BANKNIFTY2370641800CE,BANKNIFTY,0.0,2023-07-06,41800.0,0.05,25,CE,NFO-OPT,NFO
11042306,43134,BANKNIFTY2370641800PE,BANKNIFTY,0.0,2023-07-06,41800.0,0.05,25,PE,NFO-OPT,NFO
11043074,43137,BANKNIFTY2370641900CE,BANKNIFTY,0.0,2023-07-06,41900.0,0.05,25,CE,NFO-OPT,NFO
11043842,43140,BANKNIFTY2370641900PE,BANKNIFTY,0.0,2023-07-06,41900.0,0.05,25,PE,NFO-OPT,NFO
11046402,43150,BANKNIFTY2370642000CE,BANKNIFTY,0.0,2023-07-06,42000.0,0.05,25,CE,NFO-OPT,NFO
11046658,43151,BANKNIFTY2370642000PE,BANKNIFTY,0.0,2023-07-06,42000.0,0.05,25,PE,NFO-OPT,NFO
11047682,43155,BANKNIFTY2370642100CE,BANKNIFTY,0.0,2023-07-06,42100.0,0.05,25,CE,NFO-OPT,NFO
11048450,43158,BANKNIFTY2370642100PE,BANKNIFTY,0.0,2023-07-06,42100.0,0.05,25,PE,NFO-OPT,NFO
11049986,43164,BANKNIFTY2370642200CE,BANKNIFTY,0.0,2023-07-06,42200.0,0.05,25,CE,NFO-OPT,NFO
11050242,43165,BANKNIFTY2370642200PE,BANKNIFTY,0.0,2023-07-06,42200.0,0.05,25,PE,NFO-OPT,NFO
11050498,43166,BANKNIFTY2370642300CE,BANKNIFTY,0.0,2023-07-06,42300.0,0.05,25,CE,NFO-OPT,NFO
11050754,43167,BANKNIFTY2370642300PE,BANKNIFTY,0.0,2023-07-06,42300.0,0.05,25,PE,NFO-OPT,NFO
11051010,43168,BANKNIFTY2370642400CE,BANKNIFTY,0.0,2023-07-06,42400.0,0.05,25,CE,NFO-OPT,NFO
11051522,43170,BANKNIFTY2370642400PE,BANKNIFTY,0.0,2023-07-06,42400.0,0.05,25,PE,NFO-OPT,NFO
11058178,43196,BANKNIFTY2370642500CE,BANKNIFTY,0.0,2023-07-06,42500.0,0.05,25,CE,NFO-OPT,NFO
11058434,43197,BANKNIFTY2370642500PE,BANKNIFTY,0.0,2023-07-06,42500.0,0.05,25,PE,NFO-OPT,NFO
11058690,43198,BANKNIFTY2370642600CE,BANKNIFTY,0.0,2023-07-06,42600.0,0.05,25,CE,NFO-OPT,NFO
11058946,43199,BANKNIFTY2370642600PE,BANKNIFTY,0.0,2023-07-06,42600.0,0.05,25,PE,NFO-OPT,NFO
11059202,43200,BANKNIFTY2370642700CE,BANKNIFTY,0.0,2023-07-06,42700.0,0.05,25,CE,NFO-OPT,NFO
11059458,43201,BANKNIFTY2370642700PE,BANKNIFTY,0.0,2023-07-06,42700.0,0.05,25,PE,NFO-OPT,NFO
11059714,43202,BANKNIFTY2370642800CE,BANKNIFTY,0.0,2023-07-06,42800.0,0.05,25,CE,NFO-OPT,NFO
11061250,43208,BANKNIFTY2370642800PE,BANKNIFTY,0.0,2023-07-06,42800.0,0.05,25,PE,NFO-OPT,NFO
11061762,43210,BANKNIFTY2370642900CE,BANKNIFTY,0.0,2023-07-06,42900.0,0.05,25,CE,NFO-OPT,NFO
11062018,43211,BANKNIFTY2370642900PE,BANKNIFTY,0.0,2023-07-06,42900.0,0.05,25,PE,NFO-OPT,NFO
11062274,43212,BANKNIFTY2370643000CE,BANKNIFTY,0.0,2023-07-06,43000.0,0.05,25,CE,NFO-OPT,NFO
11063042,43215,BANKNIFTY2370643000PE,BANKNIFTY,0.0,2023-07-06,43000.0,0.05,25,PE,NFO-OPT,NFO
11063298,43216,BANKNIFTY2370643100CE,BANKNIFTY,0.0,2023-07-06,43100.0,0.05,25,CE,NFO-OPT,NFO
11063554,43217,BANKNIFTY2370643100PE,BANKNIFTY,0.0,2023-07-06,43100.0,0.05,25,PE,NFO-OPT,NFO
11064066,43219,BANKNIFTY2370643200CE,BANKNIFTY,0.0,2023-07-06,43200.0,0.05,25,CE,NFO-OPT,NFO
11066882,43230,BANKNIFTY2370643200PE,BANKNIFTY,0.0,2023-07-06,43200.0,0.05,25,PE,NFO-OPT,NFO
11067906,43234,BANKNIFTY2370643300CE,BANKNIFTY,0.0,2023-07-06,43300.0,0.05,25,CE,NFO-OPT,NFO
11068162,43235,BANKNIFTY2370643300PE,BANKNIFTY,0.0,2023-07-06,43300.0,0.05,25,PE,NFO-OPT,NFO
11068930,43238,BANKNIFTY2370643400CE,BANKNIFTY,0.0,2023-07-06,43400.0,0.05,25,CE,NFO-OPT,NFO
11069442,43240,BANKNIFTY2370643400PE,BANKNIFTY,0.0,2023-07-06,43400.0,0.05,25,PE,NFO-OPT,NFO
11070722,43245,BANKNIFTY2370643500CE,BANKNIFTY,0.0,2023-07-06,43500.0,0.05,25,CE,NFO-OPT,NFO
11071490,43248,BANKNIFTY2370643500PE,BANKNIFTY,0.0,2023-07-06,43500.0,0.05,25,PE,NFO-OPT,NFO
11073282,43255,BANKNIFTY2370643600CE,BANKNIFTY,0.0,2023-07-06,43600.0,0.05,25,CE,NFO-OPT,NFO
11073538,43256,BANKNIFTY2370643600PE,BANKNIFTY,0.0,2023-07-06,43600.0,0.05,25,PE,NFO-OPT,NFO
11075586,43264,BANKNIFTY2370643700CE,BANKNIFTY,0.0,2023-07-06,43700.0,0.05,25,CE,NFO-OPT,NFO
11075842,43265,BANKNIFTY2370643700PE,BANKNIFTY,0.0,2023-07-06,43700.0,0.05,25,PE,NFO-OPT,NFO
11076098,43266,BANKNIFTY2370643800CE,BANKNIFTY,0.0,2023-07-06,43800.0,0.05,25,CE,NFO-OPT,NFO
11076354,43267,BANKNIFTY2370643800PE,BANKNIFTY,0.0,2023-07-06,43800.0,0.05,25,PE,NFO-OPT,NFO
11076610,43268,BANKNIFTY2370643900CE,BANKNIFTY,0.0,2023-07-06,43900.0,0.05,25,CE,NFO-OPT,NFO
11076866,43269,BANKNIFTY2370643900PE,BANKNIFTY,0.0,2023-07-06,43900.0,0.05,25,PE,NFO-OPT,NFO
11079682,43280,BANKNIFTY2370644000CE,BANKNIFTY,0.0,2023-07-06,44000.0,0.05,25,CE,NFO-OPT,NFO
11079938,43281,BANKNIFTY2370644000PE,BANKNIFTY,0.0,2023-07-06,44000.0,0.05,25,PE,NFO-OPT,NFO
11081218,43286,BANKNIFTY2370644100CE,BANKNIFTY,0.0,2023-07-06,44100.0,0.05,25,CE,NFO-OPT,NFO
11082242,43290,BANKNIFTY2370644100PE,BANKNIFTY,0.0,2023-07-06,44100.0,0.05,25,PE,NFO-OPT,NFO
11082498,43291,BANKNIFTY2370644200CE,BANKNIFTY,0.0,2023-07-06,44200.0,0.05,25,CE,NFO-OPT,NFO
11082754,43292,BANKNIFTY2370644200PE,BANKNIFTY,0.0,2023-07-06,44200.0,0.05,25,PE,NFO-OPT,NFO
11084802,43300,BANKNIFTY2370644300CE,BANKNIFTY,0.0,2023-07-06,44300.0,0.05,25,CE,NFO-OPT,NFO
11085058,43301,BANKNIFTY2370644300PE,BANKNIFTY,0.0,2023-07-06,44300.0,0.05,25,PE,NFO-OPT,NFO
11085314,43302,BANKNIFTY2370644400CE,BANKNIFTY,0.0,2023-07-06,44400.0,0.05,25,CE,NFO-OPT,NFO
11086850,43308,BANKNIFTY2370644400PE,BANKNIFTY,0.0,2023-07-06,44400.0,0.05,25,PE,NFO-OPT,NFO
11089154,43317,BANKNIFTY2370644500CE,BANKNIFTY,0.0,2023-07-06,44500.0,0.05,25,CE,NFO-OPT,NFO
11089410,43318,BANKNIFTY2370644500PE,BANKNIFTY,0.0,2023-07-06,44500.0,0.05,25,PE,NFO-OPT,NFO
11089666,43319,BANKNIFTY2370644600CE,BANKNIFTY,0.0,2023-07-06,44600.0,0.05,25,CE,NFO-OPT,NFO
