instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
260105,1016,NIFTY BANK,NIFTY BANK,0.0,,0.0,0.0,0,EQ,INDICES,NSE
9263362,36185,BANKNIFTY23MAYFUT,BANKNIFTY,0.0,2023-05-25,0.0,0.05,25,FUT,NFO-FUT,NFO
11706882,45730,BANKNIFTY2351836000CE,BANKNIFTY,0.0,2023-05-18,36000.0,0.05,25,CE,NFO-OPT,NFO
11707138,45731,BANKNIFTY2351836000PE,BANKNIFTY,0.0,2023-05-18,36000.0,0.05,25,PE,NFO-OPT,NFO
11707394,45732,BANKNIFTY2351836500CE,BANKNIFTY,0.0,2023-05-18,36500.0,0.05,25,CE,NFO-OPT,NFO
11707650,45733,BANKNIFTY2351836500PE,BANKNIFTY,0.0,2023-05-18,36500.0,0.05,25,PE,NFO-OPT,NFO
11707906,45734,BANKNIFTY2351837000CE,BANKNIFTY,0.0,2023-05-18,37000.0,0.05,25,CE,NFO-OPT,NFO
11708162,45735,BANKNIFTY2351837000PE,BANKNIFTY,0.0,2023-05-18,37000.0,0.05,25,PE,NFO-OPT,NFO
11713026,45754,BANKNIFTY2351837500CE,BANKNIFTY,0.0,2023-05-18,37500.0,0.05,25,CE,NFO-OPT,NFO
11713282,45755,BANKNIFTY2351837500PE,BANKNIFTY,0.0,2023-05-18,37500.0,0.05,25,PE,NFO-OPT,NFO
11715586,45764,BANKNIFTY2351838000CE,BANKNIFTY,0.0,2023-05-18,38000.0,0.05,25,CE,NFO-OPT,NFO
11715842,45765,BANKNIFTY2351838000PE,BANKNIFTY,0.0,2023-05-18,38000.0,0.05,25,PE,NFO-OPT,NFO
11718146,45774,BANKNIFTY2351838500CE,BANKNIFTY,0.0,2023-05-18,38500.0,0.05,25,CE,NFO-OPT,NFO
11718658,45776,BANKNIFTY2351838500PE,BANKNIFTY,0.0,2023-05-18,38500.0,0.05,25,PE,NFO-OPT,NFO
