instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
260105,1016,NIFTY BANK,NIFTY BANK,0.0,,0.0,0.0,0,EQ,INDICES,NSE
9263362,36185,BANKNIFTY23MAYFUT,BANKNIFTY,0.0,2023-05-25,0.0,0.05,25,FUT,NFO-FUT,NFO
18516994,72332,BANKNIFTY23MAY33500CE,BANKNIFTY,0.0,2023-05-25,33500.0,0.05,25,CE,NFO-OPT,NFO
18517250,72333,BANKNIFTY23MAY33500PE,BANKNIFTY,0.0,2023-05-25,33500.0,0.05,25,PE,NFO-OPT,NFO
18517506,72334,BANKNIFTY23MAY34000CE,BANKNIFTY,0.0,2023-05-25,34000.0,0.05,25,CE,NFO-OPT,NFO
18517762,72335,BANKNIFTY23MAY34000PE,BANKNIFTY,0.0,2023-05-25,34000.0,0.05,25,PE,NFO-OPT,NFO
18518018,72336,BANKNIFTY23MAY34500CE,BANKNIFTY,0.0,2023-05-25,34500.0,0.05,25,CE,NFO-OPT,NFO
18518274,72337,BANKNIFTY23MAY34500PE,BANKNIFTY,0.0,2023-05-25,34500.0,0.05,25,PE,NFO-OPT,NFO
18518530,72338,BANKNIFTY23MAY35000CE,BANKNIFTY,0.0,2023-05-25,35000.0,0.05,25,CE,NFO-OPT,NFO
18518786,72339,BANKNIFTY23MAY35000PE,BANKNIFTY,0.0,2023-05-25,35000.0,0.05,25,PE,NFO-OPT,NFO
18519042,72340,BANKNIFTY23MAY35500CE,BANKNIFTY,0.0,2023-05-25,35500.0,0.05,25,CE,NFO-OPT,NFO
18519298,72341,BANKNIFTY23MAY35500PE,BANKNIFTY,0.0,2023-05-25,35500.0,0.05,25,PE,NFO-OPT,NFO
18519554,72342,BANKNIFTY23MAY36000CE,BANKNIFTY,0.0,2023-05-25,36000.0,0.05,25,CE,NFO-OPT,NFO
