ticker_token,trade_type,strategy,ticker_symbol,qty,entry_time,entry_price,exit_time,exit_price,pnl,tag,notes,debug
10650370,short,defensive,BANKNIFTY2332339600PE,25,2023-03-17 09:28:00.544233,410.65,2023-03-17 09:34:20.423075,483.55,1822.5,,,False
10652674,long,defensive,BANKNIFTY2332340000CE,25,2023-03-17 10:09:08.023842,149.75,2023-03-17 10:09:16.383545,149.35,-10.0,,,True
10652674,long,defensive,BANKNIFTY2332340000CE,25,2023-03-17 10:09:20.821779,149.8,2023-03-17 10:09:26.143175,151.2,35.0,,,True
10652674,long,defensive,BANKNIFTY2332340000CE,25,2023-03-17 10:09:28.309078,151.1,2023-03-17 10:09:45.877398,149.05,-51.25,,,True
10652162,long,defensive,BANKNIFTY2332339900CE,25,2023-03-17 10:57:07.711745,163.2,2023-03-17 10:57:19.404404,166.05,71.25,,,True
10652162,long,defensive,BANKNIFTY2332339900CE,25,2023-03-17 10:59:09.799757,167.25,2023-03-17 10:59:25.851405,164.3,-73.75,,,True
10652162,long,defensive,BANKNIFTY2332339900CE,25,2023-03-17 11:05:22.285934,155.6,2023-03-17 11:05:40.325622,155.2,-10.0,,,True
10652162,long,defensive,BANKNIFTY2332339900CE,25,2023-03-17 11:07:22.260493,159.35,2023-03-17 11:07:30.328057,159.55,5.0,,,True
10652162,long,defensive,BANKNIFTY2332339900CE,25,2023-03-17 11:07:46.637029,161.7,2023-03-17 11:08:01.853764,160.95,-18.75,,,True
10651138,long,defensive,BANKNIFTY2332339800CE,25,2023-03-17 11:15:03.109010,165.45,2023-03-17 11:15:06.743341,167.0,38.75,,,True
10651138,long,defensive,BANKNIFTY2332339800CE,25,2023-03-17 11:16:50.976323,172.65,2023-03-17 11:16:55.428288,171.95,-17.5,,,True
10651138,long,defensive,BANKNIFTY2332339800CE,25,2023-03-17 11:52:13.496251,179.25,2023-03-17 11:52:20.655905,179.55,7.5,,,True
10650626,long,defensive,BANKNIFTY2332339700CE,25,2023-03-17 12:16:19.682087,181.0,2023-03-17 12:16:29.972079,181.65,16.25,,,True
10650626,long,defensive,BANKNIFTY2332339700CE,25,2023-03-17 12:43:59.291786,187.55,2023-03-17 12:44:06.794193,187.65,2.5,,,True
10650626,long,defensive,BANKNIFTY2332339700CE,25,2023-03-17 13:09:28.444616,195.85,2023-03-17 13:09:32.565881,194.0,-46.25,,,True
10650626,long,defensive,BANKNIFTY2332339700CE,25,2023-03-17 13:18:19.907765,194.65,2023-03-17 13:18:27.112655,194.4,-6.25,,,True
10651138,long,defensive,BANKNIFTY2332339800CE,25,2023-03-17 13:29:01.469170,162.65,2023-03-17 13:29:11.253960,168.6,148.75,,,True
10651138,long,defensive,BANKNIFTY2332339800CE,25,2023-03-17 13:48:32.826275,186.5,2023-03-17 13:48:42.300136,182.65,-96.25,,,True
