ticker_token,trade_type,strategy,ticker_symbol,qty,entry_time,entry_price,exit_time,exit_price,pnl,intented_entry_price,intented_exit_price,stoploss,trade_high_price,trade_low_price,tag,notes,debug
11442178,short,bounce,BANKNIFTY2360844100PE,275,2023-06-06 10:54:06.509566,201.3,2023-06-06 10:59:22.272911,192.84090909,-2326.25,201.75,192.25,192.28,202.7,192.25,,,False
11442178,short,bounce,BANKNIFTY2360844100PE,100,2023-06-06 11:01:03.183947,198.7,2023-06-06 11:02:53.026123,187.5,-1120.0,197.7,188.45,189.93,198.95,188.45,,,False
11437314,long,bounce,BANKNIFTY2360844000CE,75,2023-06-06 11:04:01.316048,232.3,2023-06-06 11:09:52.936783,219.46666667000002,-962.5,233.5,219.45,219.84,233.8,219.45,,,False
11437314,long,bounce,BANKNIFTY2360844000CE,125,2023-06-06 11:27:03.459900,228.0,2023-06-06 11:31:25.140771,233.73,716.25,227.65,233.4,220.09,233.5,226.0,,,False
11437314,long,bounce,BANKNIFTY2360844000CE,100,2023-06-06 11:55:08.544983,245.0,2023-06-06 12:06:23.658605,239.4875,-551.25,241.85,238.85,235.59,248.5,238.0,,,False
11443714,short,bounce,BANKNIFTY2360844200PE,125,2023-06-06 12:09:21.684136,236.0,2023-06-06 12:13:00.675485,228.75,-906.25,235.95,228.75,228.83,236.95,228.75,,,False
11437314,long,bounce,BANKNIFTY2360844000CE,700,2023-06-06 12:49:07.776199,245.64,2023-06-06 12:49:15.134568,244.03214286,-1125.5,245.7,245.1,238.63,246.35,245.05,,,False
11443714,short,bounce,BANKNIFTY2360844200PE,525,2023-06-06 12:56:12.616731,215.09,2023-06-06 12:57:21.918755,202.34047619,-6693.5,214.5,204.35,205.77,217.9,204.35,,,False
11443714,short,bounce,BANKNIFTY2360844200PE,325,2023-06-06 12:58:09.658410,198.0,2023-06-06 13:09:25.414343,210.80769231,4162.5,198.7,211.4,183.47,212.0,197.3,,,False
11443714,short,bounce,BANKNIFTY2360844200PE,575,2023-06-06 14:24:52.778665,222.59,2023-06-06 14:25:21.829707,226.21956522,2087.0,223.0,225.9,214.06,229.45,221.4,,,False
11443714,short,bounce,BANKNIFTY2360844200PE,575,2023-06-06 14:45:47.132710,226.55,2023-06-06 14:46:19.651283,226.63695651999998,50.0,227.0,227.3,217.97,230.4,223.8,,,False
11437314,long,bounce,BANKNIFTY2360844000CE,625,2023-06-06 15:04:05.600041,257.19,2023-06-06 15:04:26.086118,247.378,-6132.5,260.0,247.25,249.33,259.15,247.25,,,False
