ticker_token,trade_type,strategy,ticker_symbol,qty,entry_time,entry_price,exit_time,exit_price,pnl,intented_entry_price,intented_exit_price,stoploss,trade_high_price,trade_low_price,tag,notes,debug
9210370,short,bounce,BANKNIFTY23MAY44100PE,400,2023-05-22 09:22:08.790703,319.55,2023-05-22 09:22:15.833780,327.58125,3212.5,322.45,329.35,310,329.35,317.45,,,False
18624514,long,bounce,BANKNIFTY23MAY43900CE,400,2023-05-22 09:40:24.318102,301.82,2023-05-22 09:41:10.428811,288.85625,-5185.5,299.95,289.4,287,302.0,288.2,,,False
18627586,short,bounce,BANKNIFTY23MAY44000PE,275,2023-05-22 10:12:29.089675,330.75,2023-05-22 10:13:23.633449,309.85,-5747.5,329.35,312.15,311,336.65,311.25,,,False
18624002,long,bounce,BANKNIFTY23MAY43800CE,550,2023-05-22 10:34:39.735895,311.51,2023-05-22 10:35:10.796103,319.21818182,4239.5,311.15,317.9,302,320.75,310.1,,,False
18624002,long,bounce,BANKNIFTY23MAY43800CE,550,2023-05-22 10:35:12.265102,318.19,2023-05-22 10:35:16.853841,316.50227273,-928.25,319.3,0.0,310,319.3,316.0,,,False
18627586,short,bounce,BANKNIFTY23MAY44000PE,550,2023-05-22 11:16:21.786504,291.96,2023-05-22 11:17:04.019014,283.15,-4845.5,293.85,283.35,284,291.8,283.35,,,False
18627586,short,bounce,BANKNIFTY23MAY44000PE,500,2023-05-22 11:32:10.685270,309.63,2023-05-22 11:33:23.701438,297.85,-5890.0,309.55,297.5,299,316.7,297.5,,,False
18627586,short,bounce,BANKNIFTY23MAY44000PE,50,2023-05-22 12:01:19.609652,314.1,2023-05-22 12:04:36.348672,325.05,547.5,313.35,324.6,296,326.2,305.8,,,False
18624770,short,bounce,BANKNIFTY23MAY43900PE,125,2023-05-22 12:08:00.060553,273.9,2023-05-22 12:10:36.799168,254.6,-2412.5,272.55,254.35,255,276.7,254.35,,,False
18624002,long,bounce,BANKNIFTY23MAY43800CE,175,2023-05-22 12:16:26.241948,311.55,2023-05-22 12:19:08.523172,296.4,-2651.25,308.95,295.0,294,315.0,295.0,,,False
18624770,short,bounce,BANKNIFTY23MAY43900PE,300,2023-05-22 12:25:37.971372,264.94,2023-05-22 12:25:56.134981,274.28333333,2803.0,264.7,273.55,256,273.55,264.3,,,False
18624770,short,bounce,BANKNIFTY23MAY43900PE,100,2023-05-22 12:34:37.772653,278.65,2023-05-22 12:38:21.819854,268.6,-1005.0,278.1,267.8,256,288.15,267.8,,,False
18623490,long,bounce,BANKNIFTY23MAY43700CE,225,2023-05-22 12:39:14.027511,321.16,2023-05-22 12:40:10.017900,332.37222221999997,2522.75,320.95,331.1,309,331.1,320.5,,,False
18624002,long,bounce,BANKNIFTY23MAY43800CE,100,2023-05-22 13:00:30.852554,275.4,2023-05-22 13:09:48.198876,255.125,-2027.5,275.2,255.1,254,276.8,255.1,,,False
18623490,long,bounce,BANKNIFTY23MAY43700CE,150,2023-05-22 13:11:57.140113,331.45,2023-05-22 13:12:28.487701,331.01666666999995,-65.0,330.05,331.5,314,336.65,330.0,,,False
18624002,long,bounce,BANKNIFTY23MAY43800CE,125,2023-05-22 13:16:34.745141,283.75,2023-05-22 13:20:11.043356,276.75,-875.0,284.15,276.55,265,295.0,276.55,,,False
18624770,short,bounce,BANKNIFTY23MAY43900PE,100,2023-05-22 13:31:12.877799,277.55,2023-05-22 13:31:53.942075,314.4,3685.0,275.75,313.7,251,313.7,275.75,,,False
18624258,short,bounce,BANKNIFTY23MAY43800PE,150,2023-05-22 13:35:15.399156,273.58,2023-05-22 13:36:02.801093,285.53333333,1793.0,271.75,287.0,256,287.0,269.0,,,False
18623490,long,bounce,BANKNIFTY23MAY43700CE,150,2023-05-22 14:05:28.682375,313.9,2023-05-22 14:08:10.508903,299.3,-2190.0,315.45,299.55,300,318.0,299.55,,,False
18624002,long,bounce,BANKNIFTY23MAY43800CE,150,2023-05-22 14:14:35.554436,264.31,2023-05-22 14:14:59.032360,275.3,1648.5,263.15,275.2,248,278.3,263.45,,,False
18627586,short,bounce,BANKNIFTY23MAY44000PE,275,2023-05-22 14:23:15.736376,315.04,2023-05-22 14:23:43.972506,323.35,2285.25,314.3,323.55,305,323.55,314.3,,,False
18623490,long,bounce,BANKNIFTY23MAY43700CE,175,2023-05-22 14:34:10.666422,300.6,2023-05-22 14:34:15.906390,299.1,-262.5,300.65,298.0,286,302.3,298.0,,,False
18623490,long,bounce,BANKNIFTY23MAY43700CE,175,2023-05-22 14:46:41.655178,314.85,2023-05-22 14:47:39.948279,321.13571429,1100.0,315.7,320.8,302,324.0,308.15,,,False
18624002,long,bounce,BANKNIFTY23MAY43800CE,125,2023-05-22 14:57:32.688320,290.13,2023-05-22 15:01:37.139098,308.45,2290.0,288.0,307.4,270,308.8,281.85,,,False
18624002,long,bounce,BANKNIFTY23MAY43800CE,75,2023-05-22 15:08:39.679528,295.25,2023-05-22 15:09:20.476587,290.8,-333.75,294.65,291.3,268,297.1,280.8,,,False
