ticker_token,trade_type,strategy,ticker_symbol,qty,entry_time,entry_price,exit_time,exit_price,pnl,tag,notes,debug
10650626,long,defensive,BANKNIFTY2332339700CE,75,2023-03-23 09:31:54.618978,204.5,2023-03-23 09:34:39.670390,250.3,3435.0,,,False
10652418,short,defensive,BANKNIFTY2332339900PE,200,2023-03-23 09:37:12.898378,188.59375,2023-03-23 09:37:23.519046,184.95,-728.75,,,False
10652418,short,defensive,BANKNIFTY2332339900PE,50,2023-03-23 09:37:40.249747,187.8,2023-03-23 09:45:16.587429,163.375,-1221.25,,,False
10651138,long,defensive,BANKNIFTY2332339800CE,75,2023-03-23 09:52:01.757270,197.25,2023-03-23 10:02:15.830566,235.95,2902.5,,,False
10653442,short,defensive,BANKNIFTY2332340100PE,50,2023-03-23 10:12:50.777605,177.0,2023-03-23 10:30:07.089424,130.35,-2332.5,,,False
10654466,short,defensive,BANKNIFTY2332340200PE,25,2023-03-23 10:40:14.960913,213.85,2023-03-23 10:57:22.240869,229.1,381.25,,,False
10654466,short,defensive,BANKNIFTY2332340200PE,75,2023-03-23 12:00:33.837654,189.2,2023-03-23 12:24:56.348601,160.75,-2133.75,,,False
10653186,long,defensive,BANKNIFTY2332340100CE,50,2023-03-23 12:41:28.195014,132.325,2023-03-23 12:54:22.125132,114.85,-873.75,,,False
10653186,long,defensive,BANKNIFTY2332340100CE,75,2023-03-23 13:07:08.618004,133.6,2023-03-23 13:10:28.708005,98.15,-2658.75,,,False
10653186,long,defensive,BANKNIFTY2332340100CE,50,2023-03-23 13:25:34.788800,126.0,2023-03-23 13:40:36.706537,101.6,-1220.0,,,False
10654466,short,defensive,BANKNIFTY2332340200PE,75,2023-03-23 13:47:44.916724,158.81666667,2023-03-23 13:50:58.704334,179.4,1543.75,,,False
10654466,short,defensive,BANKNIFTY2332340200PE,75,2023-03-23 13:53:33.635530,165.93333332999998,2023-03-23 14:00:22.847397,164.35,-118.75,,,False
