ticker_token,trade_type,strategy,ticker_symbol,qty,entry_time,entry_price,exit_time,exit_price,pnl,tag,notes,debug
10652162,long,defensive,BANKNIFTY2332339900CE,75,2023-03-22 09:17:59.857987,330.18333333000004,2023-03-22 09:20:07.444668,330.5,23.75,,,False
10651138,long,defensive,BANKNIFTY2332339800CE,75,2023-03-22 09:34:29.002235,309.05,2023-03-22 09:36:00.834488,303.06666667,-448.75,,,False
10651138,long,defensive,BANKNIFTY2332339800CE,100,2023-03-22 09:36:09.904342,307.325,2023-03-22 09:40:24.721862,329.8125,2248.75,,,False
10653442,short,defensive,BANKNIFTY2332340100PE,175,2023-03-22 09:42:57.902047,288.5,2023-03-22 09:44:00.726059,277.72857143,-1885.0,,,False
10653442,short,defensive,BANKNIFTY2332340100PE,100,2023-03-22 09:45:15.845997,291.825,2023-03-22 09:46:06.060460,298.7125,688.75,,,False
10652162,long,defensive,BANKNIFTY2332339900CE,50,2023-03-22 09:50:21.775354,311.45,2023-03-22 09:52:57.194666,288.825,-1131.25,,,False
10651138,long,defensive,BANKNIFTY2332339800CE,75,2023-03-22 10:00:38.015212,301.6,2023-03-22 10:03:00.498325,312.75,836.25,,,False
10651138,long,defensive,BANKNIFTY2332339800CE,125,2023-03-22 10:15:40.839551,315.3,2023-03-22 10:16:14.844423,328.8,1687.5,,,False
10651138,long,defensive,BANKNIFTY2332339800CE,125,2023-03-22 11:05:54.830384,298.89,2023-03-22 11:08:35.629897,290.1,-1098.75,,,False
10652162,long,defensive,BANKNIFTY2332339900CE,50,2023-03-22 11:30:01.377325,306.875,2023-03-22 11:33:09.841803,267.25,-1981.25,,,False
10653442,short,defensive,BANKNIFTY2332340100PE,175,2023-03-22 13:39:33.016752,267.78571429,2023-03-22 13:39:53.704176,253.44285714,-2510.0,,,False
10653442,short,defensive,BANKNIFTY2332340100PE,75,2023-03-22 13:43:01.676297,254.25,2023-03-22 14:03:09.293577,263.68333333,707.5,,,False
10651138,long,defensive,BANKNIFTY2332339800CE,50,2023-03-22 14:31:02.918142,309.025,2023-03-22 14:39:09.317994,282.5,-1326.25,,,False
10651138,long,defensive,BANKNIFTY2332339800CE,75,2023-03-22 14:42:28.248768,289.25,2023-03-22 15:15:31.833965,378.25,6675.0,,,False
