ticker_token,trade_type,strategy,ticker_symbol,qty,entry_time,entry_price,exit_time,exit_price,pnl,tag,notes,debug
10644226,short,defensive,BANKNIFTY2332338600PE,25,2023-03-20 09:23:57.578903,145.25,2023-03-20 09:24:09.948541,149.0,93.75,,,True
10647042,long,defensive,BANKNIFTY2332339200CE,50,2023-03-20 09:27:14.641938,441.2,2023-03-20 09:28:33.520587,475.775,1728.75,,,False
10648834,short,defensive,BANKNIFTY2332339400PE,50,2023-03-20 10:59:27.151976,366.4,2023-03-20 11:00:03.915989,327.6,-1940.0,,,False
10649858,short,defensive,BANKNIFTY2332339500PE,50,2023-03-20 11:03:03.423624,391.35,2023-03-20 11:04:05.774524,431.15,1990.0,,,False
10647042,long,defensive,BANKNIFTY2332339200CE,150,2023-03-20 11:13:26.152274,422.2333333300001,2023-03-20 11:13:53.778462,409.15,-1962.5,,,False
10647042,long,defensive,BANKNIFTY2332339200CE,75,2023-03-20 11:16:04.987272,423.85,2023-03-20 11:18:29.875778,427.9,303.75,,,False
10648322,short,defensive,BANKNIFTY2332339300PE,25,2023-03-20 11:28:53.676830,370.4,2023-03-20 11:29:37.800753,370.85,11.25,,,False
10647042,long,defensive,BANKNIFTY2332339200CE,100,2023-03-20 11:30:01.676293,404.75,2023-03-20 11:32:17.135996,394.0625,-1068.75,,,False
10646530,long,defensive,BANKNIFTY2332339100CE,25,2023-03-20 11:51:20.487311,461.3,2023-03-20 11:58:29.500512,420.75,-1013.75,,,False
10648322,short,defensive,BANKNIFTY2332339300PE,50,2023-03-20 12:02:16.795383,419.6,2023-03-20 12:10:10.135612,466.25,2332.5,,,False
10646018,long,defensive,BANKNIFTY2332339000CE,50,2023-03-20 12:16:43.924087,433.55,2023-03-20 12:20:23.596109,430.95,-130.0,,,False
10646018,long,defensive,BANKNIFTY2332339000CE,25,2023-03-20 12:42:56.728223,482.85,2023-03-20 12:44:55.396912,495.25,310.0,,,False
10646018,long,defensive,BANKNIFTY2332339000CE,25,2023-03-20 12:48:43.558696,473.9,2023-03-20 12:50:57.833628,431.4,-1062.5,,,False
10646786,short,defensive,BANKNIFTY2332339100PE,75,2023-03-20 12:59:26.099571,430.13333333,2023-03-20 13:06:00.824828,419.75,-778.75,,,False
10645506,long,defensive,BANKNIFTY2332338900CE,100,2023-03-20 13:15:24.678639,498.4125,2023-03-20 13:18:00.048126,473.8375,-2457.5,,,False
10646786,short,defensive,BANKNIFTY2332339100PE,150,2023-03-20 13:22:33.700571,445.0,2023-03-20 13:23:31.407336,427.95,-2557.5,,,False
10645506,long,defensive,BANKNIFTY2332338900CE,50,2023-03-20 13:45:10.511249,492.725,2023-03-20 13:49:59.026226,451.95,-2038.75,,,False
10645506,long,defensive,BANKNIFTY2332338900CE,75,2023-03-20 13:52:40.426308,469.06666666999996,2023-03-20 13:57:08.588842,459.1,-747.5,,,False
10647810,short,defensive,BANKNIFTY2332339200PE,50,2023-03-20 14:17:26.022710,428.95,2023-03-20 14:17:56.101777,404.125,-1241.25,,,False
10647810,short,defensive,BANKNIFTY2332339200PE,100,2023-03-20 14:18:08.139181,388.775,2023-03-20 14:18:31.978353,379.95,-882.5,,,False
10646530,long,defensive,BANKNIFTY2332339100CE,50,2023-03-20 14:37:48.638648,434.45,2023-03-20 14:38:13.273547,446.925,623.75,,,False
