ticker_token,trade_type,strategy,ticker_symbol,qty,entry_time,entry_price,exit_time,exit_price,pnl,intented_entry_price,intented_exit_price,stoploss,trade_high_price,trade_low_price,tag,notes,debug
12830466,short,bounce,BANKNIFTY2360143700PE,300,2023-05-26 09:22:31.692548,325.44,2023-05-26 09:24:46.793526,338.85,4023.0,326.0,340.4,318,341.0,322.0,,,False
12830466,short,bounce,BANKNIFTY2360143700PE,300,2023-05-26 09:37:21.168077,309.96,2023-05-26 09:38:21.786215,301.15,-2643.0,310.15,301.2,302,312.9,301.2,,,False
12828930,long,bounce,BANKNIFTY2360143600CE,400,2023-05-26 10:11:17.612201,332.4,2023-05-26 10:11:39.643185,325.453125,-2778.75,331.55,325.6,325,333.35,325.6,,,False
12830466,short,bounce,BANKNIFTY2360143700PE,350,2023-05-26 10:17:25.976549,308.81,2023-05-26 10:21:52.463545,304.2,-1613.5,308.45,304.0,301,319.8,304.0,,,False
12828418,long,bounce,BANKNIFTY2360143500CE,400,2023-05-26 10:46:27.441117,370.69,2023-05-26 10:48:26.667651,366.66875,-1608.5,369.95,366.7,363,375.85,366.7,,,False
12828930,long,bounce,BANKNIFTY2360143600CE,275,2023-05-26 11:37:02.248123,348.71,2023-05-26 11:37:50.246771,354.3,1537.25,347.45,354.55,338,358.0,347.45,,,False
12830210,long,bounce,BANKNIFTY2360143700CE,400,2023-05-26 12:10:12.284158,325.58,2023-05-26 12:12:49.662018,325.796875,86.75,324.4,326.65,318,331.7,324.4,,,False
12830210,long,bounce,BANKNIFTY2360143700CE,400,2023-05-26 12:21:51.285338,330.6,2023-05-26 12:22:47.077378,334.453125,1541.25,328.6,334.3,322,336.6,328.0,,,False
12830210,long,bounce,BANKNIFTY2360143700CE,500,2023-05-26 12:32:53.727955,328.18,2023-05-26 12:33:09.121817,322.0,-3090.0,328.15,323.0,323,328.7,323.0,,,False
12830722,long,bounce,BANKNIFTY2360143800CE,300,2023-05-26 13:09:57.696976,309.0,2023-05-26 13:10:47.234229,309.52083332999996,156.25,308.25,309.5,300,312.45,307.0,,,False
12830722,long,bounce,BANKNIFTY2360143800CE,150,2023-05-26 13:14:49.867324,296.76,2023-05-26 13:19:12.272235,295.725,-155.25,294.6,295.95,279,299.5,286.1,,,False
12831234,long,bounce,BANKNIFTY2360143900CE,275,2023-05-26 14:14:01.866901,362.55,2023-05-26 14:14:17.545005,361.55,-275.0,361.95,362.5,352,363.7,361.35,,,False
12831746,long,bounce,BANKNIFTY2360144000CE,250,2023-05-26 14:18:37.306049,314.66,2023-05-26 14:20:33.021906,314.0,-165.0,314.7,313.5,304,317.35,304.6,,,False
12832514,short,bounce,BANKNIFTY2360144100PE,150,2023-05-26 14:26:08.174155,310.32,2023-05-26 14:29:26.392343,322.43333333,1817.0,308.85,322.55,292,324.65,304.8,,,False
12832514,short,bounce,BANKNIFTY2360144100PE,150,2023-05-26 14:45:50.620229,325.32,2023-05-26 14:50:47.371341,318.95,-955.5,325.7,319.85,309,334.8,319.85,,,False
12831234,long,bounce,BANKNIFTY2360143900CE,150,2023-05-26 14:53:08.184587,338.52,2023-05-26 14:56:38.550469,323.925,-2189.25,337.95,322.95,321,339.9,322.95,,,False
12832514,short,bounce,BANKNIFTY2360144100PE,300,2023-05-26 15:21:37.391497,316.18,2023-05-26 15:22:44.642943,316.90416667,217.25,316.4,317.2,308,321.5,315.9,,,False
