ticker_token,trade_type,strategy,ticker_symbol,qty,entry_time,entry_price,exit_time,exit_price,pnl,intented_entry_price,intented_exit_price,stoploss,trade_high_price,trade_low_price,tag,notes,debug
12831746,long,bounce,BANKNIFTY2360144000CE,275,2023-06-01 09:17:43.498380,158.1,2023-06-01 09:20:27.570556,144.85909091,-3641.25,158.55,144.7,140.63,164.4,144.7,,,False
12831234,long,bounce,BANKNIFTY2360143900CE,275,2023-06-01 09:27:04.941654,159.1,2023-06-01 09:28:19.865223,180.61363636,5916.25,159.2,178.0,142.43,180.85,159.0,,,False
12832514,short,bounce,BANKNIFTY2360144100PE,275,2023-06-01 09:33:10.563358,147.28,2023-06-01 09:34:33.667221,129.65909091,-4845.75,145.75,129.75,129.8,148.15,129.75,,,False
12832514,short,bounce,BANKNIFTY2360144100PE,650,2023-06-01 09:42:15.030835,129.31,2023-06-01 09:42:23.146603,120.01153846,-6044.0,129.2,122.15,121.83,129.6,122.05,,,False
12833026,short,bounce,BANKNIFTY2360144200PE,300,2023-06-01 09:55:49.402736,126.6,2023-06-01 10:01:05.651497,140.025,4027.5,126.2,141.75,110.89,143.0,125.0,,,False
12831746,long,bounce,BANKNIFTY2360144000CE,525,2023-06-01 13:16:37.614849,194.66,2023-06-01 13:17:16.152311,196.24047619,829.75,193.95,196.05,185.17,201.5,194.9,,,False
12832258,long,bounce,BANKNIFTY2360144100CE,500,2023-06-01 13:17:54.308878,117.53,2023-06-01 13:18:58.689485,103.0225,-7253.75,118.25,104.6,107.76,119.5,104.6,,,False
12833026,short,bounce,BANKNIFTY2360144200PE,500,2023-06-01 13:19:32.651171,108.94,2023-06-01 13:19:58.748423,116.6025,3831.25,109.5,116.55,99.22,119.05,109.3,,,False
12833026,short,bounce,BANKNIFTY2360144200PE,500,2023-06-01 13:51:13.363856,132.53,2023-06-01 13:51:42.592959,126.64,-2945.0,131.25,126.0,122.75,137.15,126.0,,,False
12831746,long,bounce,BANKNIFTY2360144000CE,200,2023-06-01 13:52:49.248801,112.45,2023-06-01 13:52:54.308006,88.5,-4790.0,111.45,76.35,89.12,112.7,76.35,,,False
12831234,long,bounce,BANKNIFTY2360143900CE,150,2023-06-01 13:52:59.092186,171.75,2023-06-01 13:53:00.653112,165.95,-870.0,146.25,168.25,138.75,174.2,168.25,,,False
12833026,short,bounce,BANKNIFTY2360144200PE,200,2023-06-01 13:57:07.026427,164.72,2023-06-01 13:58:46.179579,175.7,2196.0,167.5,176.7,140.01,185.8,160.6,,,False
12832002,short,bounce,BANKNIFTY2360144000PE,250,2023-06-01 14:26:15.194646,82.34,2023-06-01 14:29:57.524074,61.8,-5135.0,83.6,61.45,63.56,86.75,61.45,,,False
12832002,short,bounce,BANKNIFTY2360144000PE,300,2023-06-01 14:44:18.897035,92.35,2023-06-01 14:44:36.906336,84.97083333,-2213.75,93.65,84.3,76.39,91.95,83.5,,,False
