ticker_token,trade_type,strategy,ticker_symbol,qty,entry_time,entry_price,exit_time,exit_price,pnl,tag,notes,debug
10653698,long,bounce,BANKNIFTY2332340200CE,25,2023-03-21 09:17:41.730746,73.7,2023-03-21 09:17:53.600341,76.95,81.25,,,True
10648578,long,defensive,BANKNIFTY2332339400CE,100,2023-03-21 09:35:31.355087,367.325,2023-03-21 09:35:41.557172,357.7375,-958.75,,,False
10650370,short,defensive,BANKNIFTY2332339600PE,125,2023-03-21 09:46:21.793106,378.15,2023-03-21 09:47:00.548277,386.66,1063.75,,,False
10648066,long,defensive,BANKNIFTY2332339300CE,50,2023-03-21 09:49:05.941266,383.05,2023-03-21 09:51:57.060656,393.15,505.0,,,False
10649858,short,defensive,BANKNIFTY2332339500PE,100,2023-03-21 09:56:31.472081,330.65,2023-03-21 09:56:47.149587,341.5125,1086.25,,,False
10648578,long,defensive,BANKNIFTY2332339400CE,50,2023-03-21 10:02:57.952226,379.925,2023-03-21 10:03:05.472272,385.275,267.5,,,False
10650882,short,defensive,BANKNIFTY2332339700PE,50,2023-03-21 10:05:43.911307,364.675,2023-03-21 10:06:13.982078,367.6,146.25,,,False
10650370,short,defensive,BANKNIFTY2332339600PE,75,2023-03-21 10:25:47.887450,342.2,2023-03-21 10:26:32.947879,329.65,-941.25,,,False
10650882,short,defensive,BANKNIFTY2332339700PE,50,2023-03-21 10:43:16.020334,357.275,2023-03-21 10:43:53.026753,365.95,433.75,,,False
10648578,long,bounce,BANKNIFTY2332339400CE,100,2023-03-21 10:51:35.473512,404.225,2023-03-21 10:52:19.514632,410.5875,636.25,,,False
10648578,long,bounce,BANKNIFTY2332339400CE,125,2023-03-21 11:01:30.890570,379.46,2023-03-21 11:01:52.927124,382.8,417.5,,,False
10648578,long,bounce,BANKNIFTY2332339400CE,50,2023-03-21 11:07:04.598931,363.3,2023-03-21 11:07:18.187814,369.35,302.5,,,False
10650370,short,bounce,BANKNIFTY2332339600PE,50,2023-03-21 11:09:26.126154,331.975,2023-03-21 11:09:34.309176,328.325,-182.5,,,False
10650370,short,bounce,BANKNIFTY2332339600PE,125,2023-03-21 11:14:38.028640,340.44,2023-03-21 11:14:44.290433,340.58,17.5,,,False
10650370,short,bounce,BANKNIFTY2332339600PE,125,2023-03-21 11:18:41.228929,324.28,2023-03-21 11:19:09.225537,331.03,843.75,,,False
10648578,long,bounce,BANKNIFTY2332339400CE,400,2023-03-21 11:34:26.991799,352.21875,2023-03-21 11:34:28.307832,346.43125,-2315.0,,,False
10650370,short,bounce,BANKNIFTY2332339600PE,225,2023-03-21 11:39:11.518854,364.37222221999997,2023-03-21 11:40:06.031121,366.82222221999996,551.25,,,False
10650370,short,bounce,BANKNIFTY2332339600PE,175,2023-03-21 12:07:36.732551,350.29285713999997,2023-03-21 12:08:31.865385,355.52857143,916.25,,,False
10648578,long,bounce,BANKNIFTY2332339400CE,175,2023-03-21 12:13:57.625791,350.17142857,2023-03-21 12:14:20.553152,354.47142857,752.5,,,False
10648578,long,bounce,BANKNIFTY2332339400CE,200,2023-03-21 12:36:45.135013,376.69375,2023-03-21 12:37:08.507599,380.35,731.25,,,False
10650882,short,bounce,BANKNIFTY2332339700PE,300,2023-03-21 12:45:51.751523,330.45,2023-03-21 12:45:59.514683,319.60416667000004,-3253.75,,,False
10650114,long,bounce,BANKNIFTY2332339600CE,75,2023-03-21 13:00:06.430444,369.1,2023-03-21 13:04:01.234965,369.06666666999996,-2.5,,,False
10650114,long,bounce,BANKNIFTY2332339600CE,225,2023-03-21 13:16:57.012522,357.79444444,2023-03-21 13:17:12.485603,357.78888889,-1.25,,,False
10650114,long,bounce,BANKNIFTY2332339600CE,350,2023-03-21 13:31:31.132038,340.31071429,2023-03-21 13:31:41.666028,333.05714286,-2538.75,,,False
10650114,long,bounce,BANKNIFTY2332339600CE,300,2023-03-21 13:39:10.661306,334.85,2023-03-21 13:39:36.090815,337.52916667,803.75,,,False
10651394,short,bounce,BANKNIFTY2332339800PE,500,2023-03-21 13:45:47.022572,311.99,2023-03-21 13:45:52.593471,313.575,792.5,,,False
10651394,short,bounce,BANKNIFTY2332339800PE,200,2023-03-21 13:47:36.991796,297.99375,2023-03-21 13:48:07.245856,284.1,-2778.75,,,False
10650626,long,bounce,BANKNIFTY2332339700CE,50,2023-03-21 13:49:01.703185,357.45,2023-03-21 14:02:56.515797,370.2,637.5,,,False
10652418,short,bounce,BANKNIFTY2332339900PE,275,2023-03-21 14:16:17.354902,291.57727273,2023-03-21 14:16:33.049634,285.65909091000003,-1627.5,,,False
10650626,long,bounce,BANKNIFTY2332339700CE,75,2023-03-21 14:17:08.712723,385.81666666999996,2023-03-21 14:21:40.487304,394.03333333,616.25,,,False
10650626,long,bounce,BANKNIFTY2332339700CE,175,2023-03-21 14:27:50.269667,375.0,2023-03-21 14:29:44.938761,382.05,1233.75,,,False
10652162,long,bounce,BANKNIFTY2332339900CE,150,2023-03-21 14:52:08.244536,314.25833332999997,2023-03-21 14:52:19.944295,317.16666667000004,436.25,,,False
10652930,short,bounce,BANKNIFTY2332340000PE,100,2023-03-21 15:04:09.250965,285.95,2023-03-21 15:05:58.288164,259.75,-2620.0,,,False
10651138,long,bounce,BANKNIFTY2332339800CE,75,2023-03-21 15:11:49.185461,363.61666667,2023-03-21 15:13:18.522683,333.6,-2251.25,,,False
