ticker_token,trade_type,strategy,ticker_symbol,qty,entry_time,entry_price,exit_time,exit_price,pnl,tag,notes,debug
13696258,short,bounce,BANKNIFTY23APR42700PE,800,2023-04-26 09:31:17.814855,250.0,2023-04-26 09:31:26.327455,251.0,800.0,,,False
13696258,short,bounce,BANKNIFTY23APR42700PE,800,2023-04-26 09:45:30.413887,267.2,2023-04-26 09:45:51.194863,270.35,2520.0,,,False
13696258,short,bounce,BANKNIFTY23APR42700PE,800,2023-04-26 09:52:05.667223,291.3,2023-04-26 09:52:15.802857,299.65,6680.0,,,False
13696258,short,bounce,BANKNIFTY23APR42700PE,800,2023-04-26 10:00:38.954907,279.2,2023-04-26 10:01:09.542792,277.2,-1600.0,,,False
13690370,long,bounce,BANKNIFTY23APR42400CE,675,2023-04-26 10:28:05.850611,258.35,2023-04-26 10:28:26.691490,262.4,2733.75,,,False
13690370,long,bounce,BANKNIFTY23APR42400CE,675,2023-04-26 10:34:05.695925,276.85,2023-04-26 10:35:49.854611,269.6,-4893.75,,,False
13696770,short,bounce,BANKNIFTY23APR42800PE,750,2023-04-26 10:53:29.964579,273.95,2023-04-26 10:54:25.838707,274.5,412.5,,,False
13690370,long,bounce,BANKNIFTY23APR42400CE,575,2023-04-26 11:09:52.668472,281.25,2023-04-26 11:12:36.826508,291.55,5922.5,,,False
13691906,long,bounce,BANKNIFTY23APR42500CE,800,2023-04-26 11:59:37.961342,254.6,2023-04-26 12:04:30.074354,261.4,5440.0,,,False
13697282,short,bounce,BANKNIFTY23APR42900PE,575,2023-04-26 12:19:36.010616,287.95,2023-04-26 12:21:59.257380,273.05,-8567.5,,,False
13691906,long,bounce,BANKNIFTY23APR42500CE,750,2023-04-26 12:27:42.402516,286.25,2023-04-26 12:30:17.805540,288.65,1800.0,,,False
13692674,long,bounce,BANKNIFTY23APR42600CE,750,2023-04-26 12:43:53.704369,228.6,2023-04-26 12:45:54.684551,236.25,5737.5,,,False
13697282,short,bounce,BANKNIFTY23APR42900PE,800,2023-04-26 13:05:46.220490,273.45,2023-04-26 13:06:32.017585,280.0,5240.0,,,False
13691906,long,bounce,BANKNIFTY23APR42500CE,800,2023-04-26 13:13:26.677258,264.8,2023-04-26 13:14:10.506156,261.8,-2400.0,,,False
13697282,short,bounce,BANKNIFTY23APR42900PE,500,2023-04-26 13:27:16.346367,278.2,2023-04-26 13:28:52.238349,269.85,-4175.0,,,False
13691906,long,bounce,BANKNIFTY23APR42500CE,800,2023-04-26 13:51:20.789255,290.45,2023-04-26 13:52:27.178658,292.4,1560.0,,,False
13692674,long,bounce,BANKNIFTY23APR42600CE,575,2023-04-26 14:18:28.191217,250.45,2023-04-26 14:21:46.109601,236.75,-7877.5,,,False
13692674,long,bounce,BANKNIFTY23APR42600CE,800,2023-04-26 14:46:29.779355,223.3,2023-04-26 14:47:02.145267,223.1,-160.0,,,False
13692674,long,bounce,BANKNIFTY23APR42600CE,425,2023-04-26 15:03:50.804591,234.55,2023-04-26 15:05:26.861495,242.75,3485.0,,,False
