ticker_token,trade_type,strategy,ticker_symbol,qty,entry_time,entry_price,exit_time,exit_price,pnl,tag,notes,debug
12495106,long,bounce,BANKNIFTY2341341500CE,425,2023-04-13 10:17:51.968109,238.55,2023-04-13 10:20:18.393264,238.8,106.25,,,False
12495106,long,bounce,BANKNIFTY2341341500CE,300,2023-04-13 10:48:56.748541,205.3,2023-04-13 10:53:43.084853,187.7,-5280.0,,,False
12497922,short,bounce,BANKNIFTY2341341900PE,300,2023-04-13 10:57:52.650562,273.9,2023-04-13 10:58:53.780159,285.45,3465.0,,,False
12497154,short,bounce,BANKNIFTY2341341800PE,300,2023-04-13 11:17:01.922585,218.05,2023-04-13 11:23:23.460936,217.35,-210.0,,,False
12494338,long,bounce,BANKNIFTY2341341400CE,375,2023-04-13 11:43:36.092606,262.5,2023-04-13 11:44:32.002243,271.55,3393.75,,,False
12495106,long,bounce,BANKNIFTY2341341500CE,275,2023-04-13 12:01:07.011335,220.1,2023-04-13 12:01:47.862433,227.7,2090.0,,,False
12497922,short,bounce,BANKNIFTY2341341900PE,400,2023-04-13 12:05:52.092125,218.05,2023-04-13 12:06:30.967745,224.6,2620.0,,,False
12497154,short,bounce,BANKNIFTY2341341800PE,375,2023-04-13 12:25:58.710633,187.35,2023-04-13 12:27:57.784031,187.2,-56.25,,,False
12494338,long,bounce,BANKNIFTY2341341400CE,450,2023-04-13 12:33:43.206155,253.6,2023-04-13 12:34:30.325817,236.5,-7695.0,,,False
12495106,long,bounce,BANKNIFTY2341341500CE,450,2023-04-13 12:44:20.236194,190.5,2023-04-13 12:44:52.068033,199.7,4140.0,,,False
12495106,long,bounce,BANKNIFTY2341341500CE,275,2023-04-13 13:05:10.871400,230.1,2023-04-13 13:05:42.269515,241.7,3190.0,,,False
12495106,long,bounce,BANKNIFTY2341341500CE,375,2023-04-13 13:26:16.973023,219.25,2023-04-13 13:28:06.370516,227.4,3056.25,,,False
12498434,short,bounce,BANKNIFTY2341342000PE,375,2023-04-13 13:39:56.869110,238.0,2023-04-13 13:40:36.478545,218.2,-7425.0,,,False
12498434,short,bounce,BANKNIFTY2341342000PE,325,2023-04-13 13:51:11.015823,225.5,2023-04-13 13:55:16.581353,201.1,-7930.0,,,False
12495874,long,bounce,BANKNIFTY2341341600CE,225,2023-04-13 14:11:54.304417,245.05,2023-04-13 14:12:36.344905,259.65,3285.0,,,False
12496386,long,bounce,BANKNIFTY2341341700CE,275,2023-04-13 14:34:25.254308,245.4,2023-04-13 14:35:33.389670,247.8,660.0,,,False
